章节,篇名,原文,韻腳字,上古韻部
大雅·生民之什,鳧鷖,福祿攸降。,降,侵
大雅·生民之什,鳧鷖,公尸燕飲，,飲,侵
大雅·生民之什,鳧鷖,福祿來崇！○,崇,侵
大雅·生民之什,鳧鷖,鳧鷖在亹！,亹,文
大雅·生民之什,鳧鷖,公尸來止熏熏。,熏,文
大雅·生民之什,鳧鷖,旨酒欣欣，,欣,文
大雅·生民之什,鳧鷖,燔炙芬芬。,芬,文
大雅·生民之什,鳧鷖,公尸燕飲，,0,0
大雅·生民之什,鳧鷖,無有後艱！○,艱,文
大雅·生民之什,假樂,假樂君子，,子,之
大雅·生民之什,假樂,顯顯令德。,德,職
大雅·生民之什,假樂,宜民宜人，,人,真
大雅·生民之什,假樂,受祿于天。,天,真
大雅·生民之什,假樂,保右命之，,命,真
大雅·生民之什,假樂,自天申之！○,申,真
大雅·生民之什,假樂,干祿百福，,福,職
大雅·生民之什,假樂,子孫千億。,億,職
大雅·生民之什,假樂,穆穆皇皇，,皇,陽
大雅·生民之什,假樂,宜君宜王。,王,陽
大雅·生民之什,假樂,不愆不忘，,忘,陽
大雅·生民之什,假樂,率由舊章！○,章,陽
大雅·生民之什,假樂,威儀抑抑，,抑,質
大雅·生民之什,假樂,德音秩秩。,秩,質
大雅·生民之什,假樂,無怨無惡，,,
大雅·生民之什,假樂,率由群匹。,匹,質
大雅·生民之什,假樂,受福無疆，,疆,陽
大雅·生民之什,假樂,四方之綱。○,綱,陽
大雅·生民之什,假樂,之綱之紀，,紀,之
大雅·生民之什,假樂,燕及朋友。,友,之
大雅·生民之什,假樂,百辟卿士，,士,之
大雅·生民之什,假樂,媚于天子。,子,之
大雅·生民之什,假樂,不解于位，,位,物
大雅·生民之什,假樂,民之攸塈！○,塈,物
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,匪居匪康。,康,陽
大雅·生民之什,公劉,迺埸迺疆，,疆,陽
大雅·生民之什,公劉,迺積迺倉。,倉,陽
大雅·生民之什,公劉,迺裹餱糧，,糧,陽
大雅·生民之什,公劉,于橐于囊。,囊,陽
大雅·生民之什,公劉,思輯用光。,光,陽
大雅·生民之什,公劉,弓矢斯張，,張,陽
大雅·生民之什,公劉,干戈戚揚，,揚,陽
大雅·生民之什,公劉,爰方啟行！○,行,陽
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,于胥斯原。,原,元
大雅·生民之什,公劉,既庶既繁，,繁,元
大雅·生民之什,公劉,既順迺宣，,宣,元
大雅·生民之什,公劉,而無永歎。,歎,元
大雅·生民之什,公劉,陟則在巘，,巘,元
大雅·生民之什,公劉,復降在原。,原,元
大雅·生民之什,公劉,何以舟之？,,
大雅·生民之什,公劉,維玉及瑤，,瑤,宵
大雅·生民之什,公劉,鞞琫容刀！○,刀,宵
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,逝彼百泉，,泉,元
大雅·生民之什,公劉,瞻彼溥原。,原,元
大雅·生民之什,公劉,迺陟南岡，,岡,陽
大雅·生民之什,公劉,迺覯于京。,京,陽
大雅·生民之什,公劉,京師之野，,野,魚
大雅·生民之什,公劉,于時處處，,處,魚
大雅·生民之什,公劉,于時廬旅，,旅,魚
大雅·生民之什,公劉,于時言言，,,
大雅·生民之什,公劉,于時語語。○,語,魚
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,于京斯依。,依,微
大雅·生民之什,公劉,蹌蹌濟濟，,濟,脂
大雅·生民之什,公劉,俾筵俾几，,几,脂
大雅·生民之什,公劉,既登迺依。,依,微
大雅·生民之什,公劉,迺造其曹，,曹,幽
大雅·生民之什,公劉,執豕于牢；,牢,幽
大雅·生民之什,公劉,酌之用匏。,匏,幽
大雅·生民之什,公劉,食之飲之，,飲,侵
大雅·生民之什,公劉,君之宗之。○,宗,侵
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,既溥既長。,長,陽
大雅·生民之什,公劉,既景迺岡，,岡,陽
大雅·生民之什,公劉,相其陰陽。,陽,陽
大雅·生民之什,公劉,觀其流泉；,泉,元
大雅·生民之什,公劉,其軍三單，,單,元
大雅·生民之什,公劉,度其隰原。,原,元
大雅·生民之什,公劉,徹田爲糧；,糧,陽
大雅·生民之什,公劉,度其夕陽，,陽,陽
大雅·生民之什,公劉,豳居允荒！○,荒,陽
大雅·生民之什,公劉,篤公劉！,,
大雅·生民之什,公劉,于豳斯館。,館,元
大雅·生民之什,公劉,涉渭爲亂，,亂,元
大雅·生民之什,公劉,取厲取鍛。,鍛,元
大雅·生民之什,公劉,止基迺理，,理,之
大雅·生民之什,公劉,爰眾爰有，,有,之
大雅·生民之什,公劉,夾其皇澗，,澗,元
大雅·生民之什,公劉,遡其過澗。,澗,元
大雅·生民之什,公劉,止旅迺密，,密,質
大雅·生民之什,公劉,芮鞫之即！○,即,質
大雅·生民之什,泂酌,泂酌彼行潦，,,
大雅·生民之什,泂酌,挹彼注茲，,茲,之
大雅·生民之什,泂酌,可以餴饎。,饎,之
大雅·生民之什,泂酌,豈弟君子，,子,之
大雅·生民之什,泂酌,民之父母！○,母,之
大雅·生民之什,泂酌,泂酌彼行潦，,,
大雅·生民之什,泂酌,挹彼注茲，,茲,之
大雅·生民之什,泂酌,可以濯罍。,罍,微
大雅·生民之什,泂酌,豈弟君子，,子,之
大雅·生民之什,泂酌,民之攸歸！○,歸,微
大雅·生民之什,泂酌,泂酌彼行潦，,,
大雅·生民之什,泂酌,挹彼注茲，,茲,之
大雅·生民之什,泂酌,可以濯溉。,溉,物
大雅·生民之什,泂酌,豈弟君子，,子,之
大雅·生民之什,泂酌,民之攸塈！○,塈,物
大雅·生民之什,卷阿,有卷者阿，,阿,歌
大雅·生民之什,卷阿,飄風自南。,南,侵
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,來游來歌，,歌,歌
大雅·生民之什,卷阿,以矢其音！○,音,侵
大雅·生民之什,卷阿,伴奐爾游矣，,游,幽
大雅·生民之什,卷阿,優游爾休矣。,休,幽
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,俾爾彌爾性，,,
大雅·生民之什,卷阿,似先公酋矣。○,酋,幽
大雅·生民之什,卷阿,爾土宇昄章，,,
大雅·生民之什,卷阿,亦孔之厚矣。,厚,侯
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,俾爾彌爾性，,,
大雅·生民之什,卷阿,百神爾主矣。○,主,侯
大雅·生民之什,卷阿,爾受命長矣，,長,陽
大雅·生民之什,卷阿,茀祿爾康矣。,康,陽
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,俾爾彌爾性，,,
大雅·生民之什,卷阿,純嘏爾常矣。○,常,陽
大雅·生民之什,卷阿,有馮有翼，,翼,職
大雅·生民之什,卷阿,有孝有德，,德,職
大雅·生民之什,卷阿,以引以翼。,翼,職
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,四方爲則。○,則,職
大雅·生民之什,卷阿,顒顒卬卬，,卬,陽
大雅·生民之什,卷阿,如圭如璋，,璋,陽
大雅·生民之什,卷阿,令聞令望。,望,陽
大雅·生民之什,卷阿,豈弟君子！,,
大雅·生民之什,卷阿,四方爲綱。○,綱,陽
大雅·生民之什,卷阿,鳳皇于飛，,,
大雅·生民之什,卷阿,翽翽其羽，,,
大雅·生民之什,卷阿,亦集爰止。,止,之
大雅·生民之什,卷阿,藹藹王多吉士，,士,之
大雅·生民之什,卷阿,維君子使，,使,之
大雅·生民之什,卷阿,媚于天子！○,子,之
大雅·生民之什,卷阿,鳳皇于飛，,,
大雅·生民之什,卷阿,翽翽其羽，,,
大雅·生民之什,卷阿,亦傅于天。,天,真
大雅·生民之什,卷阿,藹藹王多吉人，,人,真
大雅·生民之什,卷阿,維君子命，,命,真
大雅·生民之什,卷阿,媚于庶人！○,人,真
大雅·生民之什,卷阿,鳳皇鳴矣，,鳴,耕
大雅·生民之什,卷阿,于彼高岡，,岡,陽
大雅·生民之什,卷阿,梧桐生矣，,生,耕
大雅·生民之什,卷阿,于彼朝陽。,陽,陽
大雅·生民之什,卷阿,菶菶萋萋，,萋,脂
大雅·生民之什,卷阿,雝雝喈喈！○,喈,脂
大雅·生民之什,卷阿,君子之車，,車,魚
大雅·生民之什,卷阿,既庶且多。,多,歌
大雅·生民之什,卷阿,君子之馬，,馬,魚
大雅·生民之什,卷阿,既閑且馳。,馳,歌
大雅·生民之什,卷阿,矢詩不多，,多,歌
大雅·生民之什,卷阿,維以遂歌。○,歌,歌
大雅·生民之什,民勞,民亦勞止，,,
大雅·生民之什,民勞,汔可小康。,康,陽
大雅·生民之什,民勞,惠此中國，,,
大雅·生民之什,民勞,以綏四方。,方,陽
大雅·生民之什,民勞,無縱詭隨，,,
大雅·生民之什,民勞,以謹無良。,良,陽
大雅·生民之什,民勞,式遏寇虐，,,
大雅·生民之什,民勞,憯不畏明？,明,陽
大雅·生民之什,民勞,柔遠能邇，,,
大雅·生民之什,民勞,以定我王！○,王,陽
大雅·生民之什,民勞,民亦勞止，,,
大雅·生民之什,民勞,汔可小休，,休,幽
大雅·生民之什,民勞,惠此中國，,,
大雅·生民之什,民勞,以爲民逑。,逑,幽
大雅·生民之什,民勞,無縱詭隨，,,
大雅·生民之什,民勞,以謹惽怓。,怓,宵
大雅·生民之什,民勞,式遏寇虐，,,
大雅·生民之什,民勞,無俾民憂。,憂,幽
大雅·生民之什,民勞,無棄爾勞，,,
大雅·生民之什,民勞,以爲王休！○,休,幽
大雅·生民之什,民勞,民亦勞止，,,
大雅·生民之什,民勞,汔可小息。,息,職
大雅·生民之什,民勞,惠此京師，,,
大雅·生民之什,民勞,以綏四國。,國,職
大雅·生民之什,民勞,無縱詭隨，,,
大雅·生民之什,民勞,以謹罔極。,極,職
大雅·生民之什,民勞,式遏寇虐，,,
大雅·生民之什,民勞,無俾作慝。,慝,職
大雅·生民之什,民勞,敬慎威儀，,,
大雅·生民之什,民勞,以近有德！○,德,職
大雅·生民之什,民勞,民亦勞止，,,
大雅·生民之什,民勞,汔可小愒。,愒,月
大雅·生民之什,民勞,惠此中國，,,
大雅·生民之什,民勞,俾民憂泄。,泄,月
大雅·生民之什,民勞,無縱詭隨，,,
大雅·生民之什,民勞,以謹醜厲。,厲,月
大雅·生民之什,民勞,式遏寇虐，,,
大雅·生民之什,民勞,無俾正敗。,敗,月
大雅·生民之什,民勞,戎雖小子，,,
大雅·生民之什,民勞,而式弘大！○,大,月
大雅·生民之什,民勞,民亦勞止，,,
大雅·生民之什,民勞,汔可小安。,安,元
大雅·生民之什,民勞,惠此中國，,,
大雅·生民之什,民勞,國無有殘。,殘,元
大雅·生民之什,民勞,無縱詭隨，,,
大雅·生民之什,民勞,以謹繾綣，,綣,元
大雅·生民之什,民勞,式遏寇虐，,,
大雅·生民之什,民勞,無俾正反。,反,元
大雅·生民之什,民勞,王欲玉女！,,
大雅·生民之什,民勞,是用大諫。○,諫,元
大雅·生民之什,板,上帝板板！,板,元
大雅·生民之什,板,下民卒癉。,癉,元
大雅·生民之什,板,出話不然，,然,元
大雅·生民之什,板,爲猶不遠。,遠,元
大雅·生民之什,板,靡聖管管，,管,元
大雅·生民之什,板,不實于亶。,亶,元
大雅·生民之什,板,猶之未遠，,遠,元
大雅·生民之什,板,是用大諫！○,諫,元
大雅·生民之什,板,天之方難，,難,元
大雅·生民之什,板,無然憲憲。,憲,元
大雅·生民之什,板,天之方蹶，,蹶,月
大雅·生民之什,板,無然泄泄。,泄,月
大雅·生民之什,板,辭之輯矣，,輯,緝
大雅·生民之什,板,民之洽矣。,洽,緝
大雅·生民之什,板,辭之懌矣，,懌,鐸
大雅·生民之什,板,民之莫矣。○,莫,鐸
大雅·生民之什,板,我雖異事，,,
大雅·生民之什,板,及爾同寮。,寮,宵
大雅·生民之什,板,我即爾謀，,,
大雅·生民之什,板,聽我囂囂。,囂,宵
大雅·生民之什,板,我言維服，,,
大雅·生民之什,板,勿以爲笑。,笑,宵
大雅·生民之什,板,先民有言：,,
大雅·生民之什,板,詢于芻蕘！○,蕘,宵
大雅·生民之什,板,天之方虐，,虐,藥
大雅·生民之什,板,無然謔謔。,謔,藥
大雅·生民之什,板,老夫灌灌，,,
大雅·生民之什,板,小子蹻蹻。,蹻,藥
大雅·生民之什,板,匪我言耄，,,
大雅·生民之什,板,爾用憂謔。,謔,藥
大雅·生民之什,板,多將熇熇，,熇,藥
大雅·生民之什,板,不可救藥！○,藥,藥
大雅·生民之什,板,天之方懠，,懠,脂
大雅·生民之什,板,無爲夸毗。,毗,脂
大雅·生民之什,板,威儀卒迷，,迷,脂
大雅·生民之什,板,善人載尸。,尸,脂
大雅·生民之什,板,民之方殿屎，,屎,脂
大雅·生民之什,板,則莫我敢葵？,葵,脂
大雅·生民之什,板,喪亂蔑資，,資,脂
大雅·生民之什,板,曾莫惠我師？○,師,脂
大雅·生民之什,板,天之牖民：,,
大雅·生民之什,板,如壎如篪；,篪,支
大雅·生民之什,板,如璋如圭；,圭,支
大雅·生民之什,板,如取如攜。,攜,支
大雅·生民之什,板,攜無曰益，,益,錫
大雅·生民之什,板,牖民孔易，,易,錫
大雅·生民之什,板,民之多辟，,辟,錫
大雅·生民之什,板,無自立辟！○,辟,錫
大雅·生民之什,板,价人維藩，,藩,元
大雅·生民之什,板,大師維垣，,垣,元
大雅·生民之什,板,大邦維屏，,屏,耕
大雅·生民之什,板,大宗維翰。,翰,元
大雅·生民之什,板,懷德維寧，,寧,耕
大雅·生民之什,板,宗子維城。,城,耕
大雅·生民之什,板,無俾城壞，,壞,微
大雅·生民之什,板,無獨斯畏！○,畏,微
大雅·生民之什,板,敬天之怒，,怒,魚
大雅·生民之什,板,無敢戲豫。,豫,魚
大雅·生民之什,板,敬天之渝，,渝,侯
大雅·生民之什,板,無敢馳驅。,驅,侯
大雅·生民之什,板,昊天曰明，,明,陽
大雅·生民之什,板,及爾出王！,王,陽
大雅·生民之什,板,昊天曰旦，,旦,元
大雅·生民之什,板,及爾游衍！○,衍,元
大雅·荡之什,蕩,蕩蕩上帝！,帝,錫
大雅·荡之什,蕩,下民之辟。,辟,錫
大雅·荡之什,蕩,疾威上帝！,帝,錫
大雅·荡之什,蕩,其命多辟？,辟,錫
大雅·荡之什,蕩,天生烝民，,,
大雅·荡之什,蕩,其命匪諶？,諶,侵
大雅·荡之什,蕩,靡不有初，,,
大雅·荡之什,蕩,鮮克有終！○,終,侵
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,曾是彊禦？,,
大雅·荡之什,蕩,曾是掊克？,克,職
大雅·荡之什,蕩,曾是在位？,,
大雅·荡之什,蕩,曾是在服？,服,職
大雅·荡之什,蕩,天降滔德，,德,職
大雅·荡之什,蕩,女興是力！○,力,職
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,而秉義類，,類,物
大雅·荡之什,蕩,彊禦多懟。,懟,物
大雅·荡之什,蕩,流言以對，,對,物
大雅·荡之什,蕩,寇攘式內。,內,物
大雅·荡之什,蕩,侯作侯祝，,祝,覺
大雅·荡之什,蕩,靡屆靡究！○,究,幽
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,女炰烋于中國，,國,職
大雅·荡之什,蕩,斂怨以爲德。,德,職
大雅·荡之什,蕩,不明爾德，,德,職
大雅·荡之什,蕩,時無背無側！,側,職
大雅·荡之什,蕩,爾德不明，,明,陽
大雅·荡之什,蕩,以無陪無卿！○,卿,陽
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,天不湎爾以酒，,,
大雅·荡之什,蕩,不義從式。,式,職
大雅·荡之什,蕩,既愆爾止，,止,之
大雅·荡之什,蕩,靡明靡晦，,晦,之
大雅·荡之什,蕩,式號式呼，,呼,魚
大雅·荡之什,蕩,俾晝作夜！○,夜,鐸
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,如蜩如螗，,螗,陽
大雅·荡之什,蕩,如沸如羹。,羹,陽
大雅·荡之什,蕩,小大近喪，,喪,陽
大雅·荡之什,蕩,人尚乎由行。,行,陽
大雅·荡之什,蕩,內奰于中國，,,
大雅·荡之什,蕩,覃及鬼方！○,方,陽
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,匪上帝不時，,時,之
大雅·荡之什,蕩,殷不用舊。,舊,之
大雅·荡之什,蕩,雖無老成人，,,
大雅·荡之什,蕩,尚有典刑。,刑,耕
大雅·荡之什,蕩,曾是莫聽？,聽,耕
大雅·荡之什,蕩,大命以傾！○,傾,耕
大雅·荡之什,蕩,文王曰咨！,,
大雅·荡之什,蕩,咨女殷商。,商,陽
大雅·荡之什,蕩,人亦有言：,,
大雅·荡之什,蕩,顛沛之揭，,揭,月
大雅·荡之什,蕩,枝葉未有害，,害,月
大雅·荡之什,蕩,本實先撥。,撥,月
大雅·荡之什,蕩,殷鑒不遠，,,
大雅·荡之什,蕩,在夏后之世！○,世,月
大雅·荡之什,抑,抑抑威儀！,,
大雅·荡之什,抑,維德之隅。,隅,侯
大雅·荡之什,抑,人亦有言：,,
大雅·荡之什,抑,靡哲不愚。,愚,侯
大雅·荡之什,抑,庶人之愚，,,
大雅·荡之什,抑,亦職維疾。,疾,質
大雅·荡之什,抑,哲人之愚，,,
大雅·荡之什,抑,亦維斯戾。○,戾,質
大雅·荡之什,抑,無競維人，,,
大雅·荡之什,抑,四方其訓之。,訓,文
大雅·荡之什,抑,有覺德行，,,
大雅·荡之什,抑,四國順之。,順,文
大雅·荡之什,抑,訏謨定命，,,
大雅·荡之什,抑,遠猶辰告。,告,覺
大雅·荡之什,抑,敬慎威儀，,,
大雅·荡之什,抑,維民之則！○,則,職
大雅·荡之什,抑,其在于今，,,
大雅·荡之什,抑,興迷亂于政！,政,耕
大雅·荡之什,抑,顛覆厥德，,,
大雅·荡之什,抑,荒湛于酒。,酒,幽
大雅·荡之什,抑,女雖湛樂從，,,
大雅·荡之什,抑,弗念厥紹？,紹,宵
大雅·荡之什,抑,罔敷求先王。,,
大雅·荡之什,抑,克共明刑！○,刑,耕
大雅·荡之什,抑,肆皇天弗尚！,尚,陽
大雅·荡之什,抑,如彼泉流，,,
大雅·荡之什,抑,無淪胥以亡。,亡,陽
大雅·荡之什,抑,夙興夜寐，,寐,物
大雅·荡之什,抑,洒埽庭內。,內,物
大雅·荡之什,抑,維民之章：,章,陽
大雅·荡之什,抑,脩爾車馬，,,
大雅·荡之什,抑,弓矢戎兵。,兵,陽
大雅·荡之什,抑,用戒戎作，,,
大雅·荡之什,抑,用逷蠻方。○,方,陽
大雅·荡之什,抑,質爾人民，,,
大雅·荡之什,抑,謹爾侯度，,度,鐸
大雅·荡之什,抑,用戒不虞。,虞,魚
大雅·荡之什,抑,慎爾出話，,,
大雅·荡之什,抑,敬爾威儀，,儀,歌
大雅·荡之什,抑,無不柔嘉。,嘉,歌
大雅·荡之什,抑,白圭之玷，,,
大雅·荡之什,抑,尚可磨也。,磨,歌
大雅·荡之什,抑,斯言之玷，,,
大雅·荡之什,抑,不可爲也！○,爲,歌
大雅·荡之什,抑,無易由言，,,
大雅·荡之什,抑,無曰苟矣！,,
大雅·荡之什,抑,莫捫朕舌，,舌,月
大雅·荡之什,抑,言不可逝矣！,逝,月
大雅·荡之什,抑,無言不讎，,讎,幽
大雅·荡之什,抑,無德不報。,報,幽
大雅·荡之什,抑,惠于朋友，,友,之
大雅·荡之什,抑,庶民小子。,子,之
大雅·荡之什,抑,子孫繩繩，,繩,蒸
大雅·荡之什,抑,萬民靡不承！○,承,蒸
大雅·荡之什,抑,視爾友君子，,,
大雅·荡之什,抑,輯柔爾顏，,顏,元
大雅·荡之什,抑,不遐有愆？,愆,元
大雅·荡之什,抑,相在爾室，,,
大雅·荡之什,抑,尚不媿于屋漏？,漏,侯
大雅·荡之什,抑,無曰不顯，,,
大雅·荡之什,抑,莫予云覯！,覯,侯
大雅·荡之什,抑,神之格思，,格,鐸
大雅·荡之什,抑,不可度思，,度,鐸
大雅·荡之什,抑,矧可射思！○,射,鐸
大雅·荡之什,抑,辟爾爲德，,,
大雅·荡之什,抑,俾臧俾嘉。,嘉,歌
大雅·荡之什,抑,淑慎爾止，,,
大雅·荡之什,抑,不愆于儀。,儀,歌
大雅·荡之什,抑,不僭不賊，,賊,職
大雅·荡之什,抑,鮮不爲則。,則,職
大雅·荡之什,抑,投我以桃，,,
大雅·荡之什,抑,報之以李。,李,之
大雅·荡之什,抑,彼童而角，,,
大雅·荡之什,抑,實虹小子！○,子,之
大雅·荡之什,抑,荏染柔木，,,
大雅·荡之什,抑,言緡之絲。,絲,之
大雅·荡之什,抑,溫溫恭人，,,
大雅·荡之什,抑,維德之基。,基,之
大雅·荡之什,抑,其維哲人，,,
大雅·荡之什,抑,告之話言，,言,元
大雅·荡之什,抑,順德之行。,行,陽
大雅·荡之什,抑,其維愚人，,,
大雅·荡之什,抑,覆謂我僭，,僭,侵
大雅·荡之什,抑,民各有心！○,心,侵
大雅·荡之什,抑,於乎小子！,子,之
大雅·荡之什,抑,未知臧否。,否,之
大雅·荡之什,抑,匪手攜之，,,
大雅·荡之什,抑,言示之事。,事,之
大雅·荡之什,抑,匪面命之，,,
大雅·荡之什,抑,言提其耳。,耳,之
大雅·荡之什,抑,借曰未知，,,
大雅·荡之什,抑,亦既抱子！,子,之
大雅·荡之什,抑,民之靡盈：,盈,耕
大雅·荡之什,抑,誰夙知而莫成？○,成,耕
大雅·荡之什,抑,昊天孔昭！,昭,宵
大雅·荡之什,抑,我生靡樂。,樂,藥
大雅·荡之什,抑,視爾夢夢，,,
大雅·荡之什,抑,我心慘慘[懆懆]。,懆,宵
大雅·荡之什,抑,誨爾諄諄，,,
大雅·荡之什,抑,聽我藐藐。,藐,藥
大雅·荡之什,抑,匪用爲教，,教,宵
大雅·荡之什,抑,覆用爲虐。,虐,藥
大雅·荡之什,抑,借曰未知，,,
大雅·荡之什,抑,亦聿既耄！○,耄,宵
大雅·荡之什,抑,於乎小子！,子,之
大雅·荡之什,抑,告爾舊止。,止,之
大雅·荡之什,抑,聽用我謀，,,
大雅·荡之什,抑,庶無大悔。,悔,之
大雅·荡之什,抑,天方艱難，,難,元
大雅·荡之什,抑,曰喪厥國。,國,職
大雅·荡之什,抑,取譬不遠，,遠,元
大雅·荡之什,抑,昊天不忒。,忒,職
大雅·荡之什,抑,回遹其德，,德,職
大雅·荡之什,抑,俾民大棘？○,棘,職
大雅·荡之什,桑柔,菀彼桑柔，,柔,幽
大雅·荡之什,桑柔,其下侯旬，,旬,真
大雅·荡之什,桑柔,捋采其劉。,劉,幽
大雅·荡之什,桑柔,瘼此下民，,民,真
大雅·荡之什,桑柔,不殄心憂。,憂,幽
大雅·荡之什,桑柔,倉兄填兮！,填,真
大雅·荡之什,桑柔,倬彼昊天，,天,真
大雅·荡之什,桑柔,寧不我矜。○,矜,真
大雅·荡之什,桑柔,四牡騤騤，,騤,脂
大雅·荡之什,桑柔,旟旐有翩。,翩,真
大雅·荡之什,桑柔,亂生不夷，,夷,脂
大雅·荡之什,桑柔,靡國不泯。,泯,真
大雅·荡之什,桑柔,民靡有黎，,黎,脂
大雅·荡之什,桑柔,具禍以燼。,燼,真
大雅·荡之什,桑柔,於乎有哀！,哀,微
大雅·荡之什,桑柔,國步斯頻。○,頻,真
大雅·荡之什,桑柔,國步蔑資，,,
大雅·荡之什,桑柔,天不我將。,將,陽
大雅·荡之什,桑柔,靡所止疑，,,
大雅·荡之什,桑柔,云徂何往？,往,陽
大雅·荡之什,桑柔,君子實維：,維,微
大雅·荡之什,桑柔,秉心無競。,競,陽
大雅·荡之什,桑柔,誰生厲階，,階,脂
大雅·荡之什,桑柔,至今爲梗？○,梗,陽
大雅·荡之什,桑柔,憂心慇慇，,慇,文
大雅·荡之什,桑柔,念我土宇。,宇,魚
大雅·荡之什,桑柔,我生不辰，,辰,文
大雅·荡之什,桑柔,逢天僤怒。,怒,魚
大雅·荡之什,桑柔,自西徂東[自東徂西]，,西,文
大雅·荡之什,桑柔,靡所定處。,處,魚
大雅·荡之什,桑柔,多我覯痻，,痻,文
大雅·荡之什,桑柔,孔棘我圉。○,圉,魚
大雅·荡之什,桑柔,爲謀爲毖，,毖,質
大雅·荡之什,桑柔,亂況斯削。,削,藥
大雅·荡之什,桑柔,告爾憂恤，,恤,質
大雅·荡之什,桑柔,誨爾序爵。,爵,藥
大雅·荡之什,桑柔,誰能執熱，,熱,月
大雅·荡之什,桑柔,逝不以濯？,濯,藥
大雅·荡之什,桑柔,其何能淑，,,
大雅·荡之什,桑柔,載胥及溺？○,溺,藥
大雅·荡之什,桑柔,如彼遡風，,風,侵
大雅·荡之什,桑柔,亦孔之僾。,僾,物
大雅·荡之什,桑柔,民有肅心，,心,侵
大雅·荡之什,桑柔,荓云不逮？,逮,質
大雅·荡之什,桑柔,好是稼穡，,穡,職
大雅·荡之什,桑柔,力民代食。,食,職
大雅·荡之什,桑柔,稼穡維寶，,寶,幽
大雅·荡之什,桑柔,代食維好！○,好,幽
大雅·荡之什,桑柔,天降喪亂，,,
大雅·荡之什,桑柔,滅我立王？,王,陽
大雅·荡之什,桑柔,降此蟊賊，,賊,職
大雅·荡之什,桑柔,稼穡卒痒。,痒,陽
大雅·荡之什,桑柔,哀恫中國！,國,職
大雅·荡之什,桑柔,具贅卒荒？,荒,陽
大雅·荡之什,桑柔,靡有旅力，,力,職
大雅·荡之什,桑柔,以念穹蒼！○,蒼,陽
大雅·荡之什,桑柔,維此惠君！,,
大雅·荡之什,桑柔,民人所瞻。,瞻,談
大雅·荡之什,桑柔,秉心宣猶，,,
大雅·荡之什,桑柔,考慎其相。,相,陽
大雅·荡之什,桑柔,維彼不順！,,
大雅·荡之什,桑柔,自獨俾臧。,臧,陽
大雅·荡之什,桑柔,自有肺腸，,腸,陽
大雅·荡之什,桑柔,俾民卒狂。○,狂,陽
大雅·荡之什,桑柔,瞻彼中林，,林,侵
大雅·荡之什,桑柔,甡甡其鹿。,鹿,屋
大雅·荡之什,桑柔,朋友已譖，,譖,侵
大雅·荡之什,桑柔,不胥以穀。,穀,屋
大雅·荡之什,桑柔,人亦有言：,,
大雅·荡之什,桑柔,進退維谷！○,谷,屋
大雅·荡之什,桑柔,維此聖人！,,
大雅·荡之什,桑柔,瞻言百里。,里,之
大雅·荡之什,桑柔,維彼愚人！,,
大雅·荡之什,桑柔,覆狂以喜。,喜,之
大雅·荡之什,桑柔,匪言不能，,,
大雅·荡之什,桑柔,胡斯畏忌？○,忌,之
大雅·荡之什,桑柔,維此良人！,,
大雅·荡之什,桑柔,弗求弗迪。,迪,覺
大雅·荡之什,桑柔,維彼忍心！,,
大雅·荡之什,桑柔,是顧是復。,復,覺
大雅·荡之什,桑柔,民之貪亂，,,
大雅·荡之什,桑柔,寧爲荼毒？○,毒,覺
大雅·荡之什,桑柔,大風有隧，,,
大雅·荡之什,桑柔,有空大谷。,谷,屋
大雅·荡之什,桑柔,維此良人！,,
大雅·荡之什,桑柔,作爲式穀。,穀,屋
大雅·荡之什,桑柔,維彼不順！,,
大雅·荡之什,桑柔,征以中垢。○,垢,侯
大雅·荡之什,桑柔,大風有隧，,隧,物
大雅·荡之什,桑柔,貪人敗類。,類,物
大雅·荡之什,桑柔,聽言則對，,對,物
大雅·荡之什,桑柔,誦言如醉。,醉,物
大雅·荡之什,桑柔,匪用其良，,,
